beneficiary_id,beneficiary_type,beneficiary_country_risk,shell_jurisdiction,shell_age_days,ubo_disclosed,shell_newly_incorporated
B3818,individual,low,,,,0
B3819,individual,low,,,,0
B3820,individual,medium,,,,0
B3821,individual,high,,,,0
B3822,individual,medium,,,,0
B3823,business,low,,,,0
B3824,shell_company,high,Cayman,1101,0,0
B3825,individual,low,,,,0
B3826,individual,high,,,,0
B3827,individual,medium,,,,0
B3828,individual,medium,,,,0
B3829,crypto,low,,,,0
B3830,individual,low,,,,0
B3831,individual,medium,,,,0
B3832,individual,low,,,,0
B3833,business,low,,,,0
B3834,individual,high,,,,0
B3835,shell_company,medium,Luxembourg,1565,0,0
B3836,individual,medium,,,,0
B3837,individual,low,,,,0
B3838,crypto,low,,,,0
B3839,business,low,,,,0
B3840,individual,low,,,,0
B3841,shell_company,high,Cayman,135,0,1
B3842,individual,medium,,,,0
B3843,individual,low,,,,0
B3844,individual,medium,,,,0
B3845,business,low,,,,0
B3846,business,low,,,,0
B3847,offshore,low,,,,0
B3848,shell_company,high,Panama,770,1,0
B3849,offshore,high,,,,0
B3850,individual,medium,,,,0
B3851,offshore,low,,,,0
B3852,business,low,,,,0
B3853,business,low,,,,0
B3854,individual,low,,,,0
B3855,individual,low,,,,0
B3856,individual,high,,,,0
B3857,business,medium,,,,0
B3858,business,high,,,,0
B3859,individual,low,,,,0
B3860,shell_company,high,Cayman,1276,1,0
B3861,shell_company,medium,Seychelles,1457,1,0
B3862,crypto,medium,,,,0
B3863,individual,low,,,,0
B3864,individual,high,,,,0
B3865,individual,low,,,,0
B3866,business,low,,,,0
B3867,business,high,,,,0
B3868,individual,high,,,,0
B3869,business,medium,,,,0
B3870,business,medium,,,,0
B3871,individual,low,,,,0
B3872,individual,low,,,,0
B3873,individual,high,,,,0
B3874,business,low,,,,0
B3875,individual,low,,,,0
B3876,individual,low,,,,0
B3877,business,low,,,,0
B3878,individual,low,,,,0
B3879,individual,low,,,,0
B3880,individual,low,,,,0
B3881,shell_company,high,Cayman,419,1,0
B3882,individual,low,,,,0
B3883,individual,medium,,,,0
B3884,individual,low,,,,0
B3885,offshore,high,,,,0
B3886,individual,low,,,,0
B3887,individual,high,,,,0
B3888,individual,medium,,,,0
B3889,individual,high,,,,0
B3890,individual,low,,,,0
B3891,individual,low,,,,0
B3892,individual,low,,,,0
B3893,business,medium,,,,0
B3894,business,medium,,,,0
B3895,shell_company,medium,Cayman,662,0,0
B3896,individual,low,,,,0
B3897,individual,low,,,,0
B3898,individual,high,,,,0
B3899,business,medium,,,,0
B3900,business,low,,,,0
B3901,business,low,,,,0
B3902,business,medium,,,,0
B3903,business,high,,,,0
B3904,individual,medium,,,,0
B3905,business,high,,,,0
B3906,shell_company,high,BVI,109,1,1
B3907,individual,low,,,,0
B3908,crypto,low,,,,0
B3909,business,low,,,,0
B3910,shell_company,medium,Luxembourg,449,0,0
B3911,individual,low,,,,0
B3912,individual,medium,,,,0
B3913,shell_company,high,Luxembourg,364,1,0
B3914,individual,high,,,,0
B3915,individual,high,,,,0
B3916,business,low,,,,0
B3917,business,high,,,,0
B3918,individual,low,,,,0
B3919,individual,medium,,,,0
B3920,individual,high,,,,0
B3921,shell_company,high,Cayman,1737,0,0
B3922,individual,low,,,,0
B3923,crypto,low,,,,0
B3924,individual,high,,,,0
B3925,individual,low,,,,0
B3926,business,low,,,,0
B3927,individual,high,,,,0
B3928,business,high,,,,0
B3929,business,medium,,,,0
B3930,individual,medium,,,,0
B3931,offshore,medium,,,,0
B3932,crypto,low,,,,0
B3933,individual,low,,,,0
B3934,individual,high,,,,0
B3935,individual,high,,,,0
B3936,individual,medium,,,,0
B3937,business,low,,,,0
B3938,individual,low,,,,0
B3939,individual,medium,,,,0
B3940,individual,medium,,,,0
B3941,business,medium,,,,0
B3942,business,low,,,,0
B3943,individual,low,,,,0
B3944,crypto,low,,,,0
B3945,business,high,,,,0
B3946,offshore,high,,,,0
B3947,business,high,,,,0
B3948,individual,low,,,,0
B3949,business,low,,,,0
B3950,business,low,,,,0
B3951,individual,low,,,,0
B3952,individual,low,,,,0
B3953,individual,low,,,,0
B3954,offshore,medium,,,,0
B3955,shell_company,medium,Cayman,590,1,0
B3956,individual,medium,,,,0
B3957,individual,low,,,,0
B3958,business,low,,,,0
B3959,individual,low,,,,0
B3960,individual,high,,,,0
B3961,individual,low,,,,0
B3962,individual,low,,,,0
B3963,individual,low,,,,0
B3964,offshore,low,,,,0
B3965,individual,high,,,,0
B3966,business,high,,,,0
B3967,individual,low,,,,0
B3968,individual,low,,,,0
B3969,individual,medium,,,,0
B3970,business,low,,,,0
B3971,business,low,,,,0
B3972,business,low,,,,0
B3973,individual,low,,,,0
B3974,business,medium,,,,0
B3975,individual,low,,,,0
B3976,business,low,,,,0
B3977,individual,medium,,,,0
B3978,shell_company,high,Singapore,551,0,0
B3979,business,low,,,,0
B3980,individual,high,,,,0
B3981,shell_company,high,BVI,1816,0,0
B3982,offshore,low,,,,0
B3983,individual,high,,,,0
B3984,crypto,medium,,,,0
B3985,individual,medium,,,,0
B3986,individual,medium,,,,0
B3987,individual,low,,,,0
B3988,individual,medium,,,,0
B3989,shell_company,medium,Delaware,728,0,0
B3990,business,low,,,,0
B3991,business,medium,,,,0
B3992,individual,medium,,,,0
B3993,individual,low,,,,0
B3994,individual,low,,,,0
B3995,individual,low,,,,0
B3996,shell_company,high,BVI,983,0,0
B3997,business,medium,,,,0
B3998,individual,low,,,,0
B3999,business,medium,,,,0
